Order,Batsman,Dismissal,R,B,4s,6s,SR,Batting Team,Bowling Team,Match ID,M,Match No,Season,Season Match No
3,CA Lynn (c),c Green b Russell,75,32,6,6,234.37,Brisbane Heat,Sydney Thunder,897729,,154,BBL05,18
4,NJ Reardon,c McKay b Russell,8,10,1,0,80,Brisbane Heat,Sydney Thunder,897729,,154,BBL05,18
5,BCJ Cutting,not out,22,13,3,0,169.23,Brisbane Heat,Sydney Thunder,897729,,154,BBL05,18
6,SD Heazlett,not out,1,2,0,0,50,Brisbane Heat,Sydney Thunder,897729,,154,BBL05,18
1,TD Paine (c), b Doherty,2,6,0,0,33.33,Hobart Hurricanes,Melbourne Renegades,897731,6,155,BBL05,19
2,BR Dunk †,c Finch b Gannon,37,38,2,1,97.36,Hobart Hurricanes,Melbourne Renegades,897731,62,155,BBL05,19
3,KC Sangakkara,c Doherty b Tremain,3,8,0,0,37.5,Hobart Hurricanes,Melbourne Renegades,897731,9,155,BBL05,19
4,GJ Bailey,c Finch b Gannon,0,4,0,0,0,Hobart Hurricanes,Melbourne Renegades,897731,5,155,BBL05,19
5,DT Christian,c Cooper b Doherty,58,40,4,3,145,Hobart Hurricanes,Melbourne Renegades,897731,46,155,BBL05,19
6,JW Wells,not out,26,18,3,1,144.44,Hobart Hurricanes,Melbourne Renegades,897731,20,155,BBL05,19
7,DJG Sammy,not out,9,6,1,0,150,Hobart Hurricanes,Melbourne Renegades,897731,13,155,BBL05,19
1,AJ Finch (c),c Wells b Boyce,60,39,11,0,153.84,Melbourne Renegades,Hobart Hurricanes,897731,46,155,BBL05,19
2,CH Gayle,c Rainbird b Boyce,41,15,4,3,273.33,Melbourne Renegades,Hobart Hurricanes,897731,26,155,BBL05,19
3,TM Beaton,c †Dunk b Boyce,5,6,0,0,83.33,Melbourne Renegades,Hobart Hurricanes,897731,12,155,BBL05,19
4,CL White,not out,15,15,1,0,100,Melbourne Renegades,Hobart Hurricanes,897731,22,155,BBL05,19
5,MS Wade †,c Wells b Rainbird,3,4,0,0,75,Melbourne Renegades,Hobart Hurricanes,897731,5,155,BBL05,19
6,DJ Bravo,c Paine b Rainbird,7,4,1,0,175,Melbourne Renegades,Hobart Hurricanes,897731,7,155,BBL05,19
7,TLW Cooper,not out,1,2,0,0,50,Melbourne Renegades,Hobart Hurricanes,897731,1,155,BBL05,19
1,TP Ludeman †,c Paris b Behrendorff,30,37,3,0,81.08,Adelaide Strikers,Perth Scorchers,897733,,156,BBL05,20
2,DPMD Jayawardene,c Harris b Agar,57,37,7,2,154.05,Adelaide Strikers,Perth Scorchers,897733,,156,BBL05,20
3,TM Head,not out,51,31,1,3,164.51,Adelaide Strikers,Perth Scorchers,897733,,156,BBL05,20
4,BJ Hodge (c),not out,30,15,2,2,200,Adelaide Strikers,Perth Scorchers,897733,,156,BBL05,20
1,SE Marsh,c †Ludeman b Stanlake,4,5,1,0,80,Perth Scorchers,Adelaide Strikers,897733,,156,BBL05,20
2,M Klinger (c), b Holland,15,12,2,0,125,Perth Scorchers,Adelaide Strikers,897733,,156,BBL05,20
3,MS Harris,c Richardson b Stanlake,4,4,1,0,100,Perth Scorchers,Adelaide Strikers,897733,,156,BBL05,20
4,CT Bancroft †,c Rashid b Richardson,17,12,1,0,141.66,Perth Scorchers,Adelaide Strikers,897733,,156,BBL05,20
5,AC Agar, b Rashid,18,20,1,1,90,Perth Scorchers,Adelaide Strikers,897733,,156,BBL05,20
6,AJ Turner,c Ross b Head,19,12,1,1,158.33,Perth Scorchers,Adelaide Strikers,897733,,156,BBL05,20
7,DJ Willey,c Ross b Rashid,31,17,1,3,182.35,Perth Scorchers,Adelaide Strikers,897733,,156,BBL05,20
8,JS Paris, b Laughlin,13,15,1,0,86.66,Perth Scorchers,Adelaide Strikers,897733,,156,BBL05,20
9,AJ Tye,c Lehmann b Rashid,0,3,0,0,0,Perth Scorchers,Adelaide Strikers,897733,,156,BBL05,20
10,JP Behrendorff,not out,1,1,0,0,100,Perth Scorchers,Adelaide Strikers,897733,,156,BBL05,20
11,GB Hogg, b Richardson,3,5,0,0,60,Perth Scorchers,Adelaide Strikers,897733,,156,BBL05,20
1,TD Paine (c) †,c Faulkner b Maxwell,0,2,0,0,0,Hobart Hurricanes,Melbourne Stars,897735,3,157,BBL05,21
2,BR Dunk,run out (Hastings/Maxwell),11,6,1,0,183.33,Hobart Hurricanes,Melbourne Stars,897735,13,157,BBL05,21
3,KC Sangakkara,c †Handscomb b Beer,1,4,0,0,25,Hobart Hurricanes,Melbourne Stars,897735,4,157,BBL05,21
4,GJ Bailey, b Zampa,55,40,3,2,137.5,Hobart Hurricanes,Melbourne Stars,897735,50,157,BBL05,21
5,DT Christian,run out (Wright),4,11,0,0,36.36,Hobart Hurricanes,Melbourne Stars,897735,9,157,BBL05,21
6,JW Wells,st †Handscomb b Zampa,22,29,0,0,75.86,Hobart Hurricanes,Melbourne Stars,897735,33,157,BBL05,21
7,DJG Sammy, b Hastings,17,14,1,0,121.42,Hobart Hurricanes,Melbourne Stars,897735,16,157,BBL05,21
8,CA Rose,not out,8,10,0,0,80,Hobart Hurricanes,Melbourne Stars,897735,21,157,BBL05,21
9,CJ Boyce, b Boland,1,2,0,0,50,Hobart Hurricanes,Melbourne Stars,897735,2,157,BBL05,21
10,SL Rainbird, b Boland,0,1,0,0,0,Hobart Hurricanes,Melbourne Stars,897735,1,157,BBL05,21
11,SW Tait,run out (Hussey),0,1,0,0,0,Hobart Hurricanes,Melbourne Stars,897735,1,157,BBL05,21
1,MP Stoinis,c Dunk b Rainbird,10,16,0,0,62.5,Melbourne Stars,Hobart Hurricanes,897735,15,157,BBL05,21
2,LJ Wright,not out,51,41,5,1,124.39,Melbourne Stars,Hobart Hurricanes,897735,64,157,BBL05,21
3,KP Pietersen,run out (Sangakkara/Rose),1,1,0,0,100,Melbourne Stars,Hobart Hurricanes,897735,4,157,BBL05,21
4,GJ Maxwell,not out,56,32,3,3,175,Melbourne Stars,Hobart Hurricanes,897735,43,157,BBL05,21
1,M Klinger (c),lbw b Russell,0,3,0,0,0,Perth Scorchers,Sydney Thunder,897737,,158,BBL05,22
2,SE Marsh,c Kallis b McDonald,28,22,2,2,127.27,Perth Scorchers,Sydney Thunder,897737,,158,BBL05,22
3,MS Harris,c & b McKay,1,4,0,0,25,Perth Scorchers,Sydney Thunder,897737,,158,BBL05,22
4,CT Bancroft †,lbw b Russell,72,53,3,3,135.84,Perth Scorchers,Sydney Thunder,897737,,158,BBL05,22
5,AC Agar,run out (†Hartley),68,34,5,4,200,Perth Scorchers,Sydney Thunder,897737,,158,BBL05,22
6,DJ Willey,not out,2,2,0,0,100,Perth Scorchers,Sydney Thunder,897737,,158,BBL05,22
7,AJ Turner,not out,1,2,0,0,50,Perth Scorchers,Sydney Thunder,897737,,158,BBL05,22
1,AC Blizzard,lbw b Behrendorff,7,6,1,0,116.66,Sydney Thunder,Perth Scorchers,897737,,158,BBL05,22
2,JH Kallis,c Agar b Behrendorff,7,9,1,0,77.77,Sydney Thunder,Perth Scorchers,897737,,158,BBL05,22
3,KR Patterson,c †Bancroft b Tye,18,24,1,0,75,Sydney Thunder,Perth Scorchers,897737,,158,BBL05,22
4,SR Watson (c), b Tye,18,17,3,0,105.88,Sydney Thunder,Perth Scorchers,897737,,158,BBL05,22
5,AD Russell,c Paris b Behrendorff,42,20,0,5,210,Sydney Thunder,Perth Scorchers,897737,,158,BBL05,22
6,BJ Rohrer,c Willey b Paris,14,12,2,0,116.66,Sydney Thunder,Perth Scorchers,897737,,158,BBL05,22
7,AB McDonald,c Klinger b Hogg,7,6,1,0,116.66,Sydney Thunder,Perth Scorchers,897737,,158,BBL05,22
8,CJ Green,st †Bancroft b Hogg,0,3,0,0,0,Sydney Thunder,Perth Scorchers,897737,,158,BBL05,22
9,CD Hartley †,not out,9,11,0,0,81.81,Sydney Thunder,Perth Scorchers,897737,,158,BBL05,22
10,CJ McKay,c Harris b Tye,14,11,1,0,127.27,Sydney Thunder,Perth Scorchers,897737,,158,BBL05,22
11,Fawad Ahmed,not out,5,2,1,0,250,Sydney Thunder,Perth Scorchers,897737,,158,BBL05,22
1,JJ Peirson †,c Laughlin b Head,51,36,2,3,141.66,Brisbane Heat,Adelaide Strikers,897739,,159,BBL05,23
2,LMP Simmons,lbw b Neser,0,2,0,0,0,Brisbane Heat,Adelaide Strikers,897739,,159,BBL05,23
3,CA Lynn (c),c Neser b Rashid,34,25,5,1,136,Brisbane Heat,Adelaide Strikers,897739,,159,BBL05,23
4,SD Heazlett,run out (Lehmann/†Ludeman),9,7,0,1,128.57,Brisbane Heat,Adelaide Strikers,897739,,159,BBL05,23
5,NJ Reardon,not out,40,32,2,2,125,Brisbane Heat,Adelaide Strikers,897739,,159,BBL05,23
6,BCJ Cutting, b Rashid,16,13,1,1,123.07,Brisbane Heat,Adelaide Strikers,897739,,159,BBL05,23
7,JS Floros,c Head b Laughlin,2,2,0,0,100,Brisbane Heat,Adelaide Strikers,897739,,159,BBL05,23
8,JR Hopes,not out,14,4,3,0,350,Brisbane Heat,Adelaide Strikers,897739,,159,BBL05,23
1,TP Ludeman †,not out,57,49,5,0,116.32,Adelaide Strikers,Brisbane Heat,897739,,159,BBL05,23
2,DPMD Jayawardene,lbw b Badree,53,30,5,3,176.66,Adelaide Strikers,Brisbane Heat,897739,,159,BBL05,23
3,TM Head,c Heazlett b Cutting,50,25,1,4,200,Adelaide Strikers,Brisbane Heat,897739,,159,BBL05,23
4,BJ Hodge (c),not out,14,8,2,0,175,Adelaide Strikers,Brisbane Heat,897739,,159,BBL05,23
1,CH Gayle,c Quiney b Stoinis,21,21,0,2,100,Melbourne Renegades,Melbourne Stars,897741,36,160,BBL05,24
2,TLW Cooper,c †Handscomb b Hilfenhaus,1,2,0,0,50,Melbourne Renegades,Melbourne Stars,897741,5,160,BBL05,24
3,CL White (c),c †Handscomb b Stoinis,29,30,3,1,96.66,Melbourne Renegades,Melbourne Stars,897741,32,160,BBL05,24
4,DJ Bravo,not out,59,37,4,3,159.45,Melbourne Renegades,Melbourne Stars,897741,49,160,BBL05,24
5,PM Nevill †,run out (Zampa),7,10,1,0,70,Melbourne Renegades,Melbourne Stars,897741,13,160,BBL05,24
6,A Ayre,lbw b Zampa,0,1,0,0,0,Melbourne Renegades,Melbourne Stars,897741,21,160,BBL05,24
7,TM Beaton, b Stoinis,29,18,4,0,161.11,Melbourne Renegades,Melbourne Stars,897741,24,160,BBL05,24
8,CJ Gannon,not out,1,1,0,0,100,Melbourne Renegades,Melbourne Stars,897741,5,160,BBL05,24
1,MP Stoinis, b Bravo,13,9,2,0,144.44,Melbourne Stars,Melbourne Renegades,897741,14,160,BBL05,24
2,LJ Wright,c White b Stevenson,37,26,7,0,142.3,Melbourne Stars,Melbourne Renegades,897741,32,160,BBL05,24
3,KP Pietersen,not out,67,43,5,3,155.81,Melbourne Stars,Melbourne Renegades,897741,63,160,BBL05,24
4,PSP Handscomb †,not out,39,30,3,1,130,Melbourne Stars,Melbourne Renegades,897741,45,160,BBL05,24
1,MS Harris,st †Paine b Rose,12,15,2,0,80,Perth Scorchers,Hobart Hurricanes,897743,,161,BBL05,25
2,M Klinger,run out (Rainbird/Sammy),36,29,5,0,124.13,Perth Scorchers,Hobart Hurricanes,897743,,161,BBL05,25
3,MA Carberry,c †Paine b Tait,62,35,9,1,177.14,Perth Scorchers,Hobart Hurricanes,897743,,161,BBL05,25
4,AC Voges (c),c Rainbird b Boyce,2,3,0,0,66.66,Perth Scorchers,Hobart Hurricanes,897743,,161,BBL05,25
5,CT Bancroft †,not out,26,22,2,0,118.18,Perth Scorchers,Hobart Hurricanes,897743,,161,BBL05,25
6,AC Agar,c Hill b Tait,8,7,1,0,114.28,Perth Scorchers,Hobart Hurricanes,897743,,161,BBL05,25
7,DJ Willey,not out,25,9,2,1,277.77,Perth Scorchers,Hobart Hurricanes,897743,,161,BBL05,25
1,BR Dunk,c Voges b Willey,9,8,1,0,112.5,Hobart Hurricanes,Perth Scorchers,897743,,161,BBL05,25
2,TD Paine (c) †, b Agar,57,47,4,2,121.27,Hobart Hurricanes,Perth Scorchers,897743,,161,BBL05,25
3,KC Sangakkara,st †Bancroft b Agar,6,6,1,0,100,Hobart Hurricanes,Perth Scorchers,897743,,161,BBL05,25
4,DT Christian, b Hogg,26,22,1,1,118.18,Hobart Hurricanes,Perth Scorchers,897743,,161,BBL05,25
5,MW Hill,c Willey b Tye,23,15,0,2,153.33,Hobart Hurricanes,Perth Scorchers,897743,,161,BBL05,25
6,JW Wells,run out (†Bancroft/Tye),20,10,4,0,200,Hobart Hurricanes,Perth Scorchers,897743,,161,BBL05,25
7,DJG Sammy,not out,28,12,2,2,233.33,Hobart Hurricanes,Perth Scorchers,897743,,161,BBL05,25
8,CA Rose,not out,0,0,0,0,-,Hobart Hurricanes,Perth Scorchers,897743,,161,BBL05,25
1,JJ Peirson †,c Bollinger b Bird,10,9,0,1,111.11,Brisbane Heat,Sydney Sixers,897745,,162,BBL05,26
2,LMP Simmons,c Bollinger b Botha,54,30,9,1,180,Brisbane Heat,Sydney Sixers,897745,,162,BBL05,26
3,CA Lynn (c),c Lumb b Bollinger,1,5,0,0,20,Brisbane Heat,Sydney Sixers,897745,,162,BBL05,26
4,JA Burns,c Lumb b Abbott,60,51,3,3,117.64,Brisbane Heat,Sydney Sixers,897745,,162,BBL05,26
5,NJ Reardon, b Dwarshuis,7,7,0,0,100,Brisbane Heat,Sydney Sixers,897745,,162,BBL05,26
6,BCJ Cutting,c Silk b Abbott,12,8,0,1,150,Brisbane Heat,Sydney Sixers,897745,,162,BBL05,26
7,JS Floros,c Lumb b Abbott,9,8,2,0,112.5,Brisbane Heat,Sydney Sixers,897745,,162,BBL05,26
8,JR Hopes,run out (Silk/†Haddin),3,2,0,0,150,Brisbane Heat,Sydney Sixers,897745,,162,BBL05,26
9,JK Lalor,not out,0,0,0,0,-,Brisbane Heat,Sydney Sixers,897745,,162,BBL05,26
1,EJM Cowan,c Simmons b Hopes,4,9,0,0,44.44,Sydney Sixers,Brisbane Heat,897745,,162,BBL05,26
2,MJ Lumb, b Floros,47,38,4,0,123.68,Sydney Sixers,Brisbane Heat,897745,,162,BBL05,26
3,NCR Larkin,c †Peirson b Swepson,15,15,3,0,100,Sydney Sixers,Brisbane Heat,897745,,162,BBL05,26
4,SA Abbott,run out (Swepson/†Peirson/Hopes),1,6,0,0,16.66,Sydney Sixers,Brisbane Heat,897745,,162,BBL05,26
5,BJ Haddin (c) †,c Swepson b Cutting,42,24,5,2,175,Sydney Sixers,Brisbane Heat,897745,,162,BBL05,26
6,JC Silk, b Swepson,3,5,0,0,60,Sydney Sixers,Brisbane Heat,897745,,162,BBL05,26
7,BJ Dwarshuis,c †Peirson b Cutting,13,8,0,1,162.5,Sydney Sixers,Brisbane Heat,897745,,162,BBL05,26
8,J Botha,not out,18,10,1,1,180,Sydney Sixers,Brisbane Heat,897745,,162,BBL05,26
9,NM Lyon,c Burns b Lalor,7,4,1,0,175,Sydney Sixers,Brisbane Heat,897745,,162,BBL05,26
10,JM Bird,not out,1,1,0,0,100,Sydney Sixers,Brisbane Heat,897745,,162,BBL05,26
1,UT Khawaja,c McDermott b Gannon,62,42,9,1,147.61,Sydney Thunder,Melbourne Renegades,897747,,163,BBL05,27
2,JH Kallis,c †Nevill b Cooper,13,15,1,1,86.66,Sydney Thunder,Melbourne Renegades,897747,,163,BBL05,27
3,SR Watson,c Tremain b Bravo,62,43,3,4,144.18,Sydney Thunder,Melbourne Renegades,897747,,163,BBL05,27
4,AD Russell,hit wicket b Rimmington,16,9,1,1,177.77,Sydney Thunder,Melbourne Renegades,897747,,163,BBL05,27
5,MEK Hussey (c),lbw b Bravo,13,12,1,0,108.33,Sydney Thunder,Melbourne Renegades,897747,,163,BBL05,27
6,BJ Rohrer,not out,0,0,0,0,-,Sydney Thunder,Melbourne Renegades,897747,,163,BBL05,27
1,CH Gayle,c Fawad Ahmed b McKay,28,20,5,0,140,Melbourne Renegades,Sydney Thunder,897747,,163,BBL05,27
2,TLW Cooper, b Fawad Ahmed,25,17,4,0,147.05,Melbourne Renegades,Sydney Thunder,897747,,163,BBL05,27
3,CL White (c),c Rohrer b Russell,61,46,3,4,132.6,Melbourne Renegades,Sydney Thunder,897747,,163,BBL05,27
4,DJ Bravo,c & b Russell,47,24,3,3,195.83,Melbourne Renegades,Sydney Thunder,897747,,163,BBL05,27
5,TM Beaton,run out (†Hartley),6,6,1,0,100,Melbourne Renegades,Sydney Thunder,897747,,163,BBL05,27
6,PM Nevill †,not out,4,2,1,0,200,Melbourne Renegades,Sydney Thunder,897747,,163,BBL05,27
7,BR McDermott,not out,2,2,0,0,100,Melbourne Renegades,Sydney Thunder,897747,,163,BBL05,27
1,KC Sangakkara,c Hodge b Neser,4,5,0,0,80,Hobart Hurricanes,Adelaide Strikers,897749,,164,BBL05,28
2,TD Paine (c),run out (Neser/Laughlin),45,39,3,2,115.38,Hobart Hurricanes,Adelaide Strikers,897749,,164,BBL05,28
3,BR Dunk †,c Holland b West,8,8,1,0,100,Hobart Hurricanes,Adelaide Strikers,897749,,164,BBL05,28
4,MW Hill,c Holland b West,32,21,2,2,152.38,Hobart Hurricanes,Adelaide Strikers,897749,,164,BBL05,28
5,DT Christian,lbw b Rashid,8,11,1,0,72.72,Hobart Hurricanes,Adelaide Strikers,897749,,164,BBL05,28
6,JW Wells, b Rashid,20,13,3,0,153.84,Hobart Hurricanes,Adelaide Strikers,897749,,164,BBL05,28
7,S Milenko,c West b Laughlin,11,10,2,0,110,Hobart Hurricanes,Adelaide Strikers,897749,,164,BBL05,28
8,CA Rose,c Lehmann b Laughlin,3,5,0,0,60,Hobart Hurricanes,Adelaide Strikers,897749,,164,BBL05,28
9,CJ Boyce, b Neser,5,3,1,0,166.66,Hobart Hurricanes,Adelaide Strikers,897749,,164,BBL05,28
10,SL Rainbird,c Dean b Neser,0,1,0,0,0,Hobart Hurricanes,Adelaide Strikers,897749,,164,BBL05,28
11,SW Tait,not out,1,1,0,0,100,Hobart Hurricanes,Adelaide Strikers,897749,,164,BBL05,28
1,TP Ludeman †,not out,57,58,7,0,98.27,Adelaide Strikers,Hobart Hurricanes,897749,,164,BBL05,28
2,JR Dean,c †Dunk b Milenko,15,15,2,1,100,Adelaide Strikers,Hobart Hurricanes,897749,,164,BBL05,28
3,TM Head,c Rose b Milenko,25,19,1,2,131.57,Adelaide Strikers,Hobart Hurricanes,897749,,164,BBL05,28
4,BJ Hodge (c), b Tait,28,24,1,1,116.66,Adelaide Strikers,Hobart Hurricanes,897749,,164,BBL05,28
5,AI Ross,c Wells b Milenko,6,4,0,0,150,Adelaide Strikers,Hobart Hurricanes,897749,,164,BBL05,28
6,JS Lehmann,not out,6,1,0,1,600,Adelaide Strikers,Hobart Hurricanes,897749,,164,BBL05,28
1,LMP Simmons, b Hilfenhaus,44,35,5,1,125.71,Brisbane Heat,Melbourne Stars,897751,50,165,BBL05,29
2,JJ Peirson †, b Beer,0,1,0,0,0,Brisbane Heat,Melbourne Stars,897751,3,165,BBL05,29
3,CA Lynn (c),c Quiney b Zampa,56,24,2,7,233.33,Brisbane Heat,Melbourne Stars,897751,26,165,BBL05,29
4,JA Burns,c Hilfenhaus b Zampa,27,28,0,1,96.42,Brisbane Heat,Melbourne Stars,897751,31,165,BBL05,29
5,NJ Reardon,c Gulbis b Hilfenhaus,25,19,1,1,131.57,Brisbane Heat,Melbourne Stars,897751,24,165,BBL05,29
6,BCJ Cutting,lbw b Worrall,22,11,2,1,200,Brisbane Heat,Melbourne Stars,897751,18,165,BBL05,29
7,JR Hopes,not out,2,2,0,0,100,Brisbane Heat,Melbourne Stars,897751,9,165,BBL05,29
8,JK Lalor,run out (†Handscomb/Worrall),0,0,0,0,-,Brisbane Heat,Melbourne Stars,897751,1,165,BBL05,29
9,AL Fekete,not out,1,1,0,0,100,Brisbane Heat,Melbourne Stars,897751,1,165,BBL05,29
1,MP Stoinis,c Cutting b Badree,8,6,1,0,133.33,Melbourne Stars,Brisbane Heat,897751,14,165,BBL05,29
2,LJ Wright, b Badree,0,2,0,0,0,Melbourne Stars,Brisbane Heat,897751,2,165,BBL05,29
3,KP Pietersen,lbw b Badree,7,9,1,0,77.77,Melbourne Stars,Brisbane Heat,897751,9,165,BBL05,29
4,PSP Handscomb †,st †Peirson b Badree,2,7,0,0,28.57,Melbourne Stars,Brisbane Heat,897751,8,165,BBL05,29
5,DJ Hussey (c),c Lalor b Swepson,25,23,1,0,108.69,Melbourne Stars,Brisbane Heat,897751,40,165,BBL05,29
6,RJ Quiney,c Cutting b Badree,0,1,0,0,0,Melbourne Stars,Brisbane Heat,897751,1,165,BBL05,29
7,EP Gulbis,not out,61,52,8,1,117.3,Melbourne Stars,Brisbane Heat,897751,61,165,BBL05,29
8,A Zampa, b Swepson,11,8,2,0,137.5,Melbourne Stars,Brisbane Heat,897751,10,165,BBL05,29
9,BW Hilfenhaus, b Lalor,7,7,1,0,100,Melbourne Stars,Brisbane Heat,897751,8,165,BBL05,29
10,DJ Worrall, b Lalor,0,2,0,0,0,Melbourne Stars,Brisbane Heat,897751,1,165,BBL05,29
11,MA Beer,not out,3,3,0,0,100,Melbourne Stars,Brisbane Heat,897751,7,165,BBL05,29
1,SR Watson,c Bird b Dwarshuis,66,41,7,3,160.97,Sydney Thunder,Sydney Sixers,897753,,166,BBL05,30
2,AC Blizzard,c †Haddin b Abbott,20,17,1,1,117.64,Sydney Thunder,Sydney Sixers,897753,,166,BBL05,30
3,MEK Hussey (c), b Bollinger,41,29,5,1,141.37,Sydney Thunder,Sydney Sixers,897753,,166,BBL05,30
4,HM Nicholls,c Bollinger b Lyon,3,4,0,0,75,Sydney Thunder,Sydney Sixers,897753,,166,BBL05,30
5,AD Russell,c Silk b Abbott,46,20,3,4,230,Sydney Thunder,Sydney Sixers,897753,,166,BBL05,30
6,BJ Rohrer,not out,14,7,2,0,200,Sydney Thunder,Sydney Sixers,897753,,166,BBL05,30
7,CJ Green,not out,5,2,1,0,250,Sydney Thunder,Sydney Sixers,897753,,166,BBL05,30
1,MJ Lumb,c McAndrew b McKay,12,7,0,1,171.42,Sydney Sixers,Sydney Thunder,897753,,166,BBL05,30
2,EJM Cowan,c McKay b Russell,13,11,2,0,118.18,Sydney Sixers,Sydney Thunder,897753,,166,BBL05,30
3,NJ Maddinson (c),c Nicholls b Fawad Ahmed,70,40,4,5,175,Sydney Sixers,Sydney Thunder,897753,,166,BBL05,30
4,BJ Haddin †,c McKay b Green,17,12,2,0,141.66,Sydney Sixers,Sydney Thunder,897753,,166,BBL05,30
5,JC Silk,c Nicholls b Green,16,14,0,1,114.28,Sydney Sixers,Sydney Thunder,897753,,166,BBL05,30
6,BJ Dwarshuis,st †Hartley b Fawad Ahmed,13,7,1,1,185.71,Sydney Sixers,Sydney Thunder,897753,,166,BBL05,30
7,J Botha,c Nicholls b Fawad Ahmed,4,3,0,0,133.33,Sydney Sixers,Sydney Thunder,897753,,166,BBL05,30
8,SA Abbott,not out,7,7,0,0,100,Sydney Sixers,Sydney Thunder,897753,,166,BBL05,30
9,NM Lyon, b Green,0,1,0,0,0,Sydney Sixers,Sydney Thunder,897753,,166,BBL05,30
10,JM Bird,c Watson b McKay,1,2,0,0,50,Sydney Sixers,Sydney Thunder,897753,,166,BBL05,30
11,DE Bollinger,c Fawad Ahmed b McKay,0,1,0,0,0,Sydney Sixers,Sydney Thunder,897753,,166,BBL05,30
1,MP Stoinis,c Agar b Turner,5,13,0,0,38.46,Melbourne Stars,Perth Scorchers,897755,,167,BBL05,31
2,LJ Wright,c Richardson b Dixon,14,8,2,1,175,Melbourne Stars,Perth Scorchers,897755,,167,BBL05,31
3,KP Pietersen,c †Bancroft b Dixon,8,8,1,0,100,Melbourne Stars,Perth Scorchers,897755,,167,BBL05,31
4,PSP Handscomb †,c Richardson b Dixon,9,11,0,0,81.81,Melbourne Stars,Perth Scorchers,897755,,167,BBL05,31
5,DJ Hussey (c),c Agar b Hogg,36,25,3,1,144,Melbourne Stars,Perth Scorchers,897755,,167,BBL05,31
6,RJ Quiney,c Turner b Willey,21,14,1,1,150,Melbourne Stars,Perth Scorchers,897755,,167,BBL05,31
7,EP Gulbis,not out,25,21,3,1,119.04,Melbourne Stars,Perth Scorchers,897755,,167,BBL05,31
8,A Zampa, b Tye,1,4,0,0,25,Melbourne Stars,Perth Scorchers,897755,,167,BBL05,31
9,BW Hilfenhaus, b Tye,1,2,0,0,50,Melbourne Stars,Perth Scorchers,897755,,167,BBL05,31
10,DJ Worrall,run out (Willey/†Bancroft),16,14,2,0,114.28,Melbourne Stars,Perth Scorchers,897755,,167,BBL05,31
1,M Klinger,c Wright b Worrall,0,4,0,0,0,Perth Scorchers,Melbourne Stars,897755,,167,BBL05,31
2,DJ Willey,c Wright b Worrall,2,5,0,0,40,Perth Scorchers,Melbourne Stars,897755,,167,BBL05,31
3,AC Voges (c),not out,46,51,2,0,90.19,Perth Scorchers,Melbourne Stars,897755,,167,BBL05,31
4,MA Carberry, b Hilfenhaus,7,9,1,0,77.77,Perth Scorchers,Melbourne Stars,897755,,167,BBL05,31
5,AC Agar,c Worrall b Hilfenhaus,0,2,0,0,0,Perth Scorchers,Melbourne Stars,897755,,167,BBL05,31
6,CT Bancroft †,st †Handscomb b Zampa,1,4,0,0,25,Perth Scorchers,Melbourne Stars,897755,,167,BBL05,31
7,AJ Turner,c †Handscomb b Stoinis,10,10,1,0,100,Perth Scorchers,Melbourne Stars,897755,,167,BBL05,31
8,AJ Tye,c Stoinis b Gulbis,10,12,0,1,83.33,Perth Scorchers,Melbourne Stars,897755,,167,BBL05,31
9,JA Richardson,c & b Hilfenhaus,5,9,0,0,55.55,Perth Scorchers,Melbourne Stars,897755,,167,BBL05,31
10,GB Hogg,c Hussey b Zampa,0,2,0,0,0,Perth Scorchers,Melbourne Stars,897755,,167,BBL05,31
11,MW Dixon, b Worrall,0,6,0,0,0,Perth Scorchers,Melbourne Stars,897755,,167,BBL05,31
1,TP Ludeman †,c Gayle b Doherty,49,41,7,0,119.51,Adelaide Strikers,Melbourne Renegades,897757,64,168,BBL05,32
2,JR Dean,c & b Bravo,48,35,2,4,137.14,Adelaide Strikers,Melbourne Renegades,897757,46,168,BBL05,32
3,TM Head,c Bravo b Tremain,0,2,0,0,0,Adelaide Strikers,Melbourne Renegades,897757,4,168,BBL05,32
4,AI Ross,lbw b Doherty,4,4,1,0,100,Adelaide Strikers,Melbourne Renegades,897757,5,168,BBL05,32
5,BJ Hodge (c),not out,37,21,2,2,176.19,Adelaide Strikers,Melbourne Renegades,897757,31,168,BBL05,32
6,JS Lehmann,c Beaton b Rimmington,24,16,3,0,150,Adelaide Strikers,Melbourne Renegades,897757,21,168,BBL05,32
7,MG Neser,not out,1,1,0,0,100,Adelaide Strikers,Melbourne Renegades,897757,21,168,BBL05,32
1,CH Gayle,c †Ludeman b Head,56,17,2,7,329.41,Melbourne Renegades,Adelaide Strikers,897757,27,168,BBL05,32
2,TLW Cooper,c †Ludeman b Neser,0,1,0,0,0,Melbourne Renegades,Adelaide Strikers,897757,5,168,BBL05,32
3,CL White (c), b Head,6,8,1,0,75,Melbourne Renegades,Adelaide Strikers,897757,12,168,BBL05,32
4,DJ Bravo, b Head,0,1,0,0,0,Melbourne Renegades,Adelaide Strikers,897757,1,168,BBL05,32
5,PM Nevill †,run out (Hodge/Holland),21,19,3,0,110.52,Melbourne Renegades,Adelaide Strikers,897757,22,168,BBL05,32
6,BR McDermott,c Head b Rashid,7,8,0,0,87.5,Melbourne Renegades,Adelaide Strikers,897757,9,168,BBL05,32
